anchor_date,anchor_title,anchor_block,date,title_preview,block,cosine_similarity,same_block
2024-05-25,Washington Post: Justice Samuel Alito’s wife said upside-down American flag was ‘an international signal of distress’ in 2021。Supreme Court Justice Samuel Alito’s wife previously said the inverted American flag flown at the couple’s house i…,54,2024-06-13,"Employees Tear 'Pride' Flag from Building, Leader Vows 'As Many Times as They Put It Up, We Are Going to Remove It'。The United States exports plenty of its culture to the wider world, although some of it doesn’t quite catch on. Case in poin…",197,0.6569420109784626,False
2024-05-25,Washington Post: Justice Samuel Alito’s wife said upside-down American flag was ‘an international signal of distress’ in 2021。Supreme Court Justice Samuel Alito’s wife previously said the inverted American flag flown at the couple’s house i…,54,2022-08-31,"Biden hits the campaign trail to tout a string of political wins - NewsBreak。- Mayor Adams Thinking About Sending Migrants Back to TexasTom HandyNew York City, NY - 2022 Most Diverse Places to Live in VirginiaChannelocityVirginia State - Op…",54,0.6379692939197348,True
2024-05-25,Washington Post: Justice Samuel Alito’s wife said upside-down American flag was ‘an international signal of distress’ in 2021。Supreme Court Justice Samuel Alito’s wife previously said the inverted American flag flown at the couple’s house i…,54,2022-02-10,Twitter Users Roast Kaepernick After QB's Ad Says His Flag-Hatred Was 'Sign of Respect to the Military'。While corporate America often turns a blind eye to civil and human rights violations in China to protect their access to the world’s big…,255,0.6310807387844066,False
2024-05-25,Washington Post: Justice Samuel Alito’s wife said upside-down American flag was ‘an international signal of distress’ in 2021。Supreme Court Justice Samuel Alito’s wife previously said the inverted American flag flown at the couple’s house i…,54,2026-05-08,"U.S. intercepts Iranian attacks on 3 ships. And, what to know about hantavirus。Good morning. You're reading the Up First newsletter. Subscribe here to get it delivered to your inbox, and listen to the Up First podcast for all the news you n…",255,0.6292941302446587,False
2024-05-25,Washington Post: Justice Samuel Alito’s wife said upside-down American flag was ‘an international signal of distress’ in 2021。Supreme Court Justice Samuel Alito’s wife previously said the inverted American flag flown at the couple’s house i…,54,2022-12-07,Mother frets her own daughter is 'bad for the earth' in Washington Post analysis piece - NewsBreak。Related A marriage between a Democrat and a Republican was put under so much stress from the 2020 election that they resorted on writing lett…,255,0.6285183652145483,False
2026-01-07,"Lenovo CEO to Haters: AI Is Inevitable at CES。At the convention here organized by CES in Las Vegas, Lenovo’s top executive, Yang Yuanqing, had a message for anybody skittish about artificial intelligence: “Nobody can avoid it.” The comment…",57,2025-11-14,Anthropic warns of AI-driven hacking campaign linked to China。A team of researchers has uncovered what they say is the first reported use of artificial intelligence to direct a hacking campaign in a largely automated fashion. The AI company…,242,0.749005521859502,False
2026-01-07,"Lenovo CEO to Haters: AI Is Inevitable at CES。At the convention here organized by CES in Las Vegas, Lenovo’s top executive, Yang Yuanqing, had a message for anybody skittish about artificial intelligence: “Nobody can avoid it.” The comment…",57,2025-01-31,"ເຕັກໂນໂລຢີທີ່ຫນ້າປະຫລາດໃຈທີ່ຊ່ວຍປະຢັດສາງຈາກຄວາມຜິດພາດທີ່ມີລາຄາແພງ | HackerNoon。ຈິນຕະນາການດໍາເນີນທຸລະກິດທີ່ຫຍຸ້ງຢູ່ບ່ອນທີ່ມີຄໍາສັ່ງຫຼາຍຮ້ອຍອັນໃນແຕ່ລະມື້, ແລະທີມງານສາງເຮັດວຽກຢ່າງບໍ່ອິດເມື່ອຍເພື່ອສົ່ງພວກມັນອອກໃຫ້ທັນເວລາ. ຢ່າງໃດກໍຕາມ, ການຊອກຫາຫ…",131,0.7274689138342467,False
2026-01-07,"Lenovo CEO to Haters: AI Is Inevitable at CES。At the convention here organized by CES in Las Vegas, Lenovo’s top executive, Yang Yuanqing, had a message for anybody skittish about artificial intelligence: “Nobody can avoid it.” The comment…",57,2023-04-02,"AI will probably affect your job, according to new reports – The Morning Call。Artificial intelligence (AI) is increasingly being integrated into workplaces across various industries, and it is having a significant impact on most jobs. While…",134,0.7227826150898046,False
2026-01-07,"Lenovo CEO to Haters: AI Is Inevitable at CES。At the convention here organized by CES in Las Vegas, Lenovo’s top executive, Yang Yuanqing, had a message for anybody skittish about artificial intelligence: “Nobody can avoid it.” The comment…",57,2025-03-24,AI budgets are still rising. IBM has a ‘massive opportunity.’ | Company Business News。AI budgets are still rising. IBM has a ‘massive opportunity.’ Summary Wedbush Securities’ Daniel Ives added the company to the firm’s Best Ideas List.Wall…,29,0.7203189416071805,False
2026-01-07,"Lenovo CEO to Haters: AI Is Inevitable at CES。At the convention here organized by CES in Las Vegas, Lenovo’s top executive, Yang Yuanqing, had a message for anybody skittish about artificial intelligence: “Nobody can avoid it.” The comment…",57,2024-06-01,"Big Tech develops AI network standard, but without chip market leader Nvidia | Technology News | The Shepherd of the Hills Gazette。Major technology companies including Meta, Microsoft, Advanced Micro Devices and Broadcom announced on Thursd…",57,0.7098647574717736,True
2025-03-03,"Panthers GM Bill Zito fires back at 'bold' takes on Seth Jones trade。The Florida Panthers swung a big deal for Chicago Blackhawks defenseman Seth Jones. They sent a first-round pick and goalie Spencer Knight to the Windy City for Jones, wit…",148,2026-07-09,"Jeff Zrebiec Looks at Where Ravens Are Better, Worse, or About the Same As Last Year | Late for Work。Jeff Zrebiec Looks at Where Ravens Are Better, Worse, or About the Same As Last Year General Manager Eric DeCosta is fond of saying that ga…",148,0.7512039389260792,True
2025-03-03,"Panthers GM Bill Zito fires back at 'bold' takes on Seth Jones trade。The Florida Panthers swung a big deal for Chicago Blackhawks defenseman Seth Jones. They sent a first-round pick and goalie Spencer Knight to the Windy City for Jones, wit…",148,2025-06-25,Hawks rumors: 1 big move Atlanta is targeting after Kristaps Porzingis trade。The Atlanta Hawks made their first offseason move speedily. The Hawks acquired Kristaps Porzingis in a three-team trade that also involved the Boston Celtics and B…,213,0.7202593441472942,False
2025-03-03,"Panthers GM Bill Zito fires back at 'bold' takes on Seth Jones trade。The Florida Panthers swung a big deal for Chicago Blackhawks defenseman Seth Jones. They sent a first-round pick and goalie Spencer Knight to the Windy City for Jones, wit…",148,2024-01-07,"Steelers top Lamar-less Ravens 17-10, will make the playoffs if Buffalo or Jacksonville loses。“Let us be dangerous,” said Heyward, the Pittsburgh defensive tackle. “We have a formula that’s working right now. Hopefully we can get some guys…",148,0.7086770231236923,True
2025-03-03,"Panthers GM Bill Zito fires back at 'bold' takes on Seth Jones trade。The Florida Panthers swung a big deal for Chicago Blackhawks defenseman Seth Jones. They sent a first-round pick and goalie Spencer Knight to the Windy City for Jones, wit…",148,2022-10-03,"Blackhawks notebook: Boris Katchouk injury widens Lukas Reichel’s path to making team - Chicago Sun-Times。MILWAUKEE —It hasn’t come about in a way the Blackhawks would’ve preferred, but Lukas Reichel now has an easier path to make the Hawks…",184,0.7009370903276885,False
2025-03-03,"Panthers GM Bill Zito fires back at 'bold' takes on Seth Jones trade。The Florida Panthers swung a big deal for Chicago Blackhawks defenseman Seth Jones. They sent a first-round pick and goalie Spencer Knight to the Windy City for Jones, wit…",148,2022-11-12,Ira Winderman: Victor Wenbanyama won’t be a Heat game-changer . . . or will he? – The Denver Post。There is no defense played in the NBA draft lottery. And yet with the generational talent of Victor Wenbanyama available in the May 16 drawing…,68,0.6898797300232462,False
2026-01-20,(31 DECEMBER 2018)EUR/USD:Turning down. - Analytics & Forecasts - 2 January 2019 - Traders' Blogs。Pivot (invalidation): 1.1455 Our preference Short positions below 1.1455 with targets at 1.1410 & 1.1390 in extension. Alternative scenario Ab…,177,2024-10-29,"Bank Nifty prediction today – October 29, 2024: Index faces a barrier - The Hindu BusinessLine。Bank Nifty opened today’s session higher at 51,404 versus yesterday’s close of 51,259. The index is now hovering around 51,520, up 0.5 per cent.…",177,0.6511197784873477,True
2026-01-20,(31 DECEMBER 2018)EUR/USD:Turning down. - Analytics & Forecasts - 2 January 2019 - Traders' Blogs。Pivot (invalidation): 1.1455 Our preference Short positions below 1.1455 with targets at 1.1410 & 1.1390 in extension. Alternative scenario Ab…,177,2025-10-18,Buy or sell: Sumeet Bagadia recommends three stocks to buy on Monday — 20 October 2025 | Stock Market News。Buy or sell stocks: The Indian stock market continued the upbeat trend for the third straight session on Friday. The Bank Nifty index…,193,0.6223072635736013,False
2026-01-20,(31 DECEMBER 2018)EUR/USD:Turning down. - Analytics & Forecasts - 2 January 2019 - Traders' Blogs。Pivot (invalidation): 1.1455 Our preference Short positions below 1.1455 with targets at 1.1410 & 1.1390 in extension. Alternative scenario Ab…,177,2022-12-23,"USD/CHF prints mild gains above 0.9300 as traders await Fed’s favorite inflation gauge。- USD/CHF grinds higher after rising the most in a week, lacks upside momentum of late. - US Dollar cheers firmer data, hawkish Fed bets and US President…",58,0.5954049019581344,False
2026-01-20,(31 DECEMBER 2018)EUR/USD:Turning down. - Analytics & Forecasts - 2 January 2019 - Traders' Blogs。Pivot (invalidation): 1.1455 Our preference Short positions below 1.1455 with targets at 1.1410 & 1.1390 in extension. Alternative scenario Ab…,177,2022-11-29,"GBP/USD expected to trade within the 1.1850-1.2080 range - UOB。GBP/USD is now seen navigating the 1.1850-1.2080 range in the next few weeks, suggest Economist Lee Sue Ann and Markets Strategist Quek Ser Leang at UOB Group. Key Quotes 24-hou…",193,0.589782680884148,False
2026-01-20,(31 DECEMBER 2018)EUR/USD:Turning down. - Analytics & Forecasts - 2 January 2019 - Traders' Blogs。Pivot (invalidation): 1.1455 Our preference Short positions below 1.1455 with targets at 1.1410 & 1.1390 in extension. Alternative scenario Ab…,177,2022-12-20,"Editors' Roundtable | Market Down For 3rd Week In A Row!。As investors shy away from markets fearing a recession in the wake of the central bank’s liquidity tightening campaign, Indian indices that showed some resilience on Monday, are back…",193,0.5761058544060227,False
2022-06-28,"Indian shares fall, rupee hits record low as oil prices rebound。Indian shares slipped on Tuesday after three straight sessions of gains, while the rupee fell to a record low, as oil prices rebounded after last week's rout and fanned inflati…",193,2022-11-17,"Dow futures: Cisco and Nvidia edge profits; The intensification of the main recession signal。Dow Jones futures rose early Thursday, along with S&P 500 futures and Nasdaq futures, with the focus on earnings from Nvidia and Cisco. X The stock…",193,0.668969771910009,True
2022-06-28,"Indian shares fall, rupee hits record low as oil prices rebound。Indian shares slipped on Tuesday after three straight sessions of gains, while the rupee fell to a record low, as oil prices rebounded after last week's rout and fanned inflati…",193,2025-10-18,Buy or sell: Sumeet Bagadia recommends three stocks to buy on Monday — 20 October 2025 | Stock Market News。Buy or sell stocks: The Indian stock market continued the upbeat trend for the third straight session on Friday. The Bank Nifty index…,193,0.6280973566776702,True
2022-06-28,"Indian shares fall, rupee hits record low as oil prices rebound。Indian shares slipped on Tuesday after three straight sessions of gains, while the rupee fell to a record low, as oil prices rebounded after last week's rout and fanned inflati…",193,2025-02-25,NMDC share price drops 17% in last 1 year but experts remain bullish on this PSU stock. Here’s why | Stock Market News。NMDC share price has witnessed remarkable volatility in the last few months. Shares of India's largest and state-owned ir…,193,0.6263319627850621,True
2022-06-28,"Indian shares fall, rupee hits record low as oil prices rebound。Indian shares slipped on Tuesday after three straight sessions of gains, while the rupee fell to a record low, as oil prices rebounded after last week's rout and fanned inflati…",193,2022-09-19,"Crude Oil Price Talking Points The price of oil is under pressure after failing to test the monthly high ($90.39), and crude may track the negative slope in the 50-Day SMA ($91.92) as it reverses course ahead of the moving average. Crude Oi…",216,0.625468012410006,False
2022-06-28,"Indian shares fall, rupee hits record low as oil prices rebound。Indian shares slipped on Tuesday after three straight sessions of gains, while the rupee fell to a record low, as oil prices rebounded after last week's rout and fanned inflati…",193,2025-02-08,Borders & Southern Petroleum (LON:BOR) Trading Up 9% – Should You Buy? - Markets Daily。Borders & Southern Petroleum plc (LON:BOR – Get Free Report)’s share price rose 9% during mid-day trading on Wednesday . The stock traded as high as GBX…,193,0.6212540167065418,True
2026-04-23,JCI - Hepatic glutathione depletion ameliorates MASLD through selective protein oxidation and inhibition of lipogenesis。Advertisement Research ArticleCell biologyHepatologyMetabolism Open Access | 10.1172/JCI197556 1Section of Integrative P…,143,2022-07-11,"Lung Cancer Research Foundation Creates Scientific Executive Committee。Committee to Guide Foundation's Research Program NEW YORK, July 11, 2022 /PRNewswire/ -- The Lung Cancer Research Foundation (LCRF) is pleased to announce the appointmen…",143,0.6445738868486579,True
2026-04-23,JCI - Hepatic glutathione depletion ameliorates MASLD through selective protein oxidation and inhibition of lipogenesis。Advertisement Research ArticleCell biologyHepatologyMetabolism Open Access | 10.1172/JCI197556 1Section of Integrative P…,143,2025-09-06,"China Top Protein & Antibody Manufacturer Insights from the 2025 PEGS Boston Summit The 2025 PEGS Boston Summit: A Hub of Biotherapeutic Innovation The PEGS Boston Summit is a premier event for the biopharmaceutical industry, serving as a c…",143,0.5551491635304526,True
2026-04-23,JCI - Hepatic glutathione depletion ameliorates MASLD through selective protein oxidation and inhibition of lipogenesis。Advertisement Research ArticleCell biologyHepatologyMetabolism Open Access | 10.1172/JCI197556 1Section of Integrative P…,143,2022-12-01,"ISHLT Elects New Board Members and Professional Community Leaders。CHICAGO, Dec. 1, 2022 /PRNewswire/ -- The International Society for Heart and Lung Transplantation (ISHLT) has announced the results of the 2022 member election for the 2023…",211,0.5432244004019666,False
2026-04-23,JCI - Hepatic glutathione depletion ameliorates MASLD through selective protein oxidation and inhibition of lipogenesis。Advertisement Research ArticleCell biologyHepatologyMetabolism Open Access | 10.1172/JCI197556 1Section of Integrative P…,143,2022-02-07,"Accuray to Participate in the BTIG MedTech, Digital Health, Life Science &amp; Diagnostic Tools Conference。SUNNYVALE, Calif., Feb. 7, 2022 /PRNewswire/ -- Accuray Incorporated (NASDAQ: ARAY) announced today its participation in the virtual…",189,0.47664028907456,False
2026-04-23,JCI - Hepatic glutathione depletion ameliorates MASLD through selective protein oxidation and inhibition of lipogenesis。Advertisement Research ArticleCell biologyHepatologyMetabolism Open Access | 10.1172/JCI197556 1Section of Integrative P…,143,2024-12-30,促进医药产业创新发展--健康·生活--人民网。（人民时评） 促进医药产业创新发展 申少铁 近日，国家药监局批准4款创新医疗器械上市。今年以来，共有65个创新医疗器械获批上市，其中包括医用机器人、医学影像设备等多款高端医疗器械。这些创新产品的上市，为相关疾病治疗提供有效手段，更提升了医药创新水平。 近年来，人们更加重视生命质量和健康。医学的进步让更多疾病的原理被认识，许多过去的“怪病”、大病也能够开展有效治疗。庞大的市场需求，呼唤医药企业加大研发投入，推出更多创新医药产品。 习…,143,0.46671961475707757,True
2025-01-06,"LeBron James News: Will play Sunday | RotoWire。LeBron James News: Will play Sunday James (foot) is available for Sunday's game against the Rockets, Jovan Buha of The Athletic reports. As expected, James and Anthony Davis (ankle) have both b…",68,2025-03-23,"Boston Celtics Injury Report Against Trail Blazers。On Sunday evening, the Boston Celtics and Portland Trail Blazers will face off in Oregon. For the game, the Celtics have announced their injury report. Via The Boston Celtics: ""Injury Repor…",68,0.6297503207896477,True
2025-01-06,"LeBron James News: Will play Sunday | RotoWire。LeBron James News: Will play Sunday James (foot) is available for Sunday's game against the Rockets, Jovan Buha of The Athletic reports. As expected, James and Anthony Davis (ankle) have both b…",68,2026-04-24,"Luke Kennard And Lakers Square Off Against Rockets In Game 3 | FanDuel Research。Luke Kennard and the Los Angeles Lakers play the Houston Rockets Game 3 of the opening round of the NBA playoffs on Friday, April 24. Kennard's points prop was…",68,0.610681369465878,True
2025-01-06,"LeBron James News: Will play Sunday | RotoWire。LeBron James News: Will play Sunday James (foot) is available for Sunday's game against the Rockets, Jovan Buha of The Athletic reports. As expected, James and Anthony Davis (ankle) have both b…",68,2023-03-18,"Smith hits late 3-pointer, Rockets beat Pelicans 114-112 | KRQE News 13。HOUSTON (AP)Rookie Jabari Smith Jr. hit a 3-pointer with less than a second remaining to give the Houston Rockets a 114-112 victory over the New Orleans Pelicans on Fri…",68,0.573243720784191,True
2025-01-06,"LeBron James News: Will play Sunday | RotoWire。LeBron James News: Will play Sunday James (foot) is available for Sunday's game against the Rockets, Jovan Buha of The Athletic reports. As expected, James and Anthony Davis (ankle) have both b…",68,2026-02-25,"Chicago Bulls Injury Update: Sounds Like Anfernee Simons Will Miss More Time。The injuries keep coming for the Chicago Bulls. Following news that Jaden Ivey would sit for at least two weeks with knee soreness, Anfernee Simons was forced to l…",148,0.5693080622857679,False
2025-01-06,"LeBron James News: Will play Sunday | RotoWire。LeBron James News: Will play Sunday James (foot) is available for Sunday's game against the Rockets, Jovan Buha of The Athletic reports. As expected, James and Anthony Davis (ankle) have both b…",68,2023-07-16,"Kobe Brown shows star power for LA Clippers in Summer League with 35-point performance – WANE 15。Kobe Brown thought he deserved to go higher in the NBA draft, and he’s beginning to show why. Brown, the final pick in the first round at No. 3…",144,0.5675954666486335,False
2024-11-18,"Manipur: RSS Slams Merciless Killing Of Hostages, Asks Govt For Swift Resolution。(MENAFN- IANS) Imphal, Nov 18 (IANS) The Rashtriya Swayamsevak Sangh (RSS) on Monday strongly condemned the inhuman, brutal and merciless acts of killing women…",87,2022-05-28,Two killed after minibus plunges into Tawi river in Jammu - Hindustan Times。Two killed after minibus plunges into Tawi river in Jammu A minibus driver and conductor were killed on the spot after their rashly driven vehicle veered off the br…,77,0.7392404058009127,False
2024-11-18,"Manipur: RSS Slams Merciless Killing Of Hostages, Asks Govt For Swift Resolution。(MENAFN- IANS) Imphal, Nov 18 (IANS) The Rashtriya Swayamsevak Sangh (RSS) on Monday strongly condemned the inhuman, brutal and merciless acts of killing women…",87,2025-07-27,"Haridwar Stampede: AAP Slams System Failure After Mansa Devi Tragedy Kills 6 Devotees。The Aam Aadmi Party (AAP) has expressed anguish over the tragic stampede at the Mansa Devi Temple in Haridwar, in which several devotees lost their lives…",77,0.7048391946761949,False
2024-11-18,"Manipur: RSS Slams Merciless Killing Of Hostages, Asks Govt For Swift Resolution。(MENAFN- IANS) Imphal, Nov 18 (IANS) The Rashtriya Swayamsevak Sangh (RSS) on Monday strongly condemned the inhuman, brutal and merciless acts of killing women…",87,2026-01-18,Jamiat President Maulana Mahmood Madani Writes To Bihar CM Nitish Kumar Over Mob Lynching Cases Madani counting incidents of brutality against Muslims in Bihar while demanding justice to the victims. Patna: President of the Jamiat Ulema-e-H…,74,0.691658444842534,False
2024-11-18,"Manipur: RSS Slams Merciless Killing Of Hostages, Asks Govt For Swift Resolution。(MENAFN- IANS) Imphal, Nov 18 (IANS) The Rashtriya Swayamsevak Sangh (RSS) on Monday strongly condemned the inhuman, brutal and merciless acts of killing women…",87,2021-08-14,"One FC man martyred, two injured in terrorist attack in Balochistan。Saturday Aug 14, 2021 RAWALPINDI: A Frontier Corps (FC) personnel was martyred and two others injured when terrorists attacked their vehicle in Balochistan’s Loralai, the I…",224,0.6805501813873047,False
2024-11-18,"Manipur: RSS Slams Merciless Killing Of Hostages, Asks Govt For Swift Resolution。(MENAFN- IANS) Imphal, Nov 18 (IANS) The Rashtriya Swayamsevak Sangh (RSS) on Monday strongly condemned the inhuman, brutal and merciless acts of killing women…",87,2026-07-07,"Did Siya Goyal Research the Raja Raghuvanshi Case?。Key Points: AS THE KETAN AGARWAL MURDER CASE continues to progress, new updates keep emerging. On July 3, 2026, both Siya Goyal (20) and Chetan Chaudhary (22), who are co-accused in the all…",69,0.6746004854451452,False
2025-03-15,"Executive Chair At HubSpot Exercises Options Worth $61K | Nasdaq。In a new SEC filing on March 13, it was revealed that Halligan, Executive Chair at HubSpot (NYSE:HUBS), executed a significant exercise of company stock options. What Happened…",161,2024-05-01,"Analysts Issue Forecasts for Alphabet Inc.’s Q2 2024 Earnings (NASDAQ:GOOG) - Markets Daily。Alphabet Inc. (NASDAQ:GOOG – Free Report) – Wedbush lifted their Q2 2024 EPS estimates for shares of Alphabet in a report issued on Thursday, April…",150,0.7219170163420727,False
2025-03-15,"Executive Chair At HubSpot Exercises Options Worth $61K | Nasdaq。In a new SEC filing on March 13, it was revealed that Halligan, Executive Chair at HubSpot (NYSE:HUBS), executed a significant exercise of company stock options. What Happened…",161,2023-04-01,"Does FMC Corporation (FMC) Stock Really Excited You? | BOVNews。Redburn raised the price target for the FMC Corporation (NYSE:FMC) stock from “a Neutral” to “a Buy”. The rating was released on March 17, 2023, according to finviz. The researc…",193,0.706014436106059,False
2025-03-15,"Executive Chair At HubSpot Exercises Options Worth $61K | Nasdaq。In a new SEC filing on March 13, it was revealed that Halligan, Executive Chair at HubSpot (NYSE:HUBS), executed a significant exercise of company stock options. What Happened…",161,2023-05-11,"Investors Heavily Search Procter & Gamble Company (The) (PG): Here is What You Need to Know | Nasdaq。Procter & Gamble (PG) has been one of the most searched-for stocks on Zacks.com lately. So, you might want to look at some of the facts tha…",193,0.6928622276691105,False
2025-03-15,"Executive Chair At HubSpot Exercises Options Worth $61K | Nasdaq。In a new SEC filing on March 13, it was revealed that Halligan, Executive Chair at HubSpot (NYSE:HUBS), executed a significant exercise of company stock options. What Happened…",161,2024-02-09,"NIKE, Inc. Plans Quarterly Dividend of $0.37 (NYSE:NKE) - Markets Daily。NIKE, Inc. (NYSE:NKE – Get Free Report) declared a quarterly dividend on Thursday, February 8th, RTT News reports. Shareholders of record on Monday, March 4th will be g…",150,0.6867267609529377,False
2025-03-15,"Executive Chair At HubSpot Exercises Options Worth $61K | Nasdaq。In a new SEC filing on March 13, it was revealed that Halligan, Executive Chair at HubSpot (NYSE:HUBS), executed a significant exercise of company stock options. What Happened…",161,2022-10-15,"Commonwealth Equity Services LLC Has $1.52 Million Stake in NetApp, Inc. (NASDAQ:NTAP) - The AM Reporter。Commonwealth Equity Services LLC grew its holdings in shares of NetApp, Inc. (NASDAQ:NTAP – Get Rating) by 14.2% in the 2nd quarter, ac…",150,0.6837149199903652,False
2025-08-26,Hojlund available to face Grimsby despite rumours of Man Utd exit。MANCHESTER UNITED BOSS Ruben Amorim says Rasmus Hojlund is available to face Grimsby in the Carabao Cup despite seemingly heading for the Old Trafford exit. Hojlund was absen…,36,2023-06-26,"Football Transfer Live Updates: Man United Approach Rabiot, Barcelona Want Palhinha - News18。Live now Manchester United have reportedly contacted the agent of French midfielder Adrien Rabiot whose contract with Italian giants Juventus expir…",36,0.7586397229210629,True
2025-08-26,Hojlund available to face Grimsby despite rumours of Man Utd exit。MANCHESTER UNITED BOSS Ruben Amorim says Rasmus Hojlund is available to face Grimsby in the Carabao Cup despite seemingly heading for the Old Trafford exit. Hojlund was absen…,36,2022-10-28,Erik ten Hag faces first public detractor as Cristiano Ronaldo theory debunked by team-mate - Mirror Online。Diogo Dalot has become the first Manchester United player to publicly disagree with Erik ten Hag's use of Cristiano Ronaldo. The Por…,36,0.7494471593347217,True
2025-08-26,Hojlund available to face Grimsby despite rumours of Man Utd exit。MANCHESTER UNITED BOSS Ruben Amorim says Rasmus Hojlund is available to face Grimsby in the Carabao Cup despite seemingly heading for the Old Trafford exit. Hojlund was absen…,36,2022-07-31,"Nunez scores as Liverpool wins Community Shield | WSYR。LEICESTER, England (AP) — Darwin Nunez shaded Erling Haaland in their first matchup by scoring Liverpool’s final goal as they beat Manchester City 3-1 in the Community Shield on Saturda…",160,0.7316591213037071,False
